REGI?N,PROVINCIA,DISTRITO,CODIGO DEL RECURSO,NOMBRE DEL RECURSO,CATEGOR?A,TIPO DE CATEGOR?A,SUB TIPO CATEGOR?A,URL,LATITUD,LONGITUD,FECHA_DE_CORTE
Moquegua,Mariscal Nieto,MOQUEGUA,12053,Bodega Atencio Tapia,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,"Bodegas de pisco, vinos y/u otros licores",http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12053,-70.92408,-17.215401,20241201
Cajamarca,San Ignacio,SAN IGNACIO,6278,Laguna Faical,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6278,-79.002342,-5.1465764,20241201
Jun?n,Huancayo,SAPALLANGA,6961,Iglesia La Punta De Sapallanga,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6961,-75.174953,-12.114455,20241201
Tumbes,Tumbes,PAMPAS DE HOSPITAL,7510,?rea De Conservaci?n Regional Angostura Faical.,1. SITIOS NATURALES,n. ?reas Protegidas,?reas de conservaci?n regional,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7510,-80.30488,-3.72166,20241201
Ayacucho,Huamanga,ACOCRO,12292,Sitio Arqueol?gico De Wallway Tuqu,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12292,-74.03916991,-13.23011636,20241201
Apurimac,Aymaraes,SORAYA,9026,Ba?os Termales De Pacayca,1. SITIOS NATURALES,k. Agua termo-mineral,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=9026,-73.325578,-14.203893,20241201
Cusco,Calca,LARES,13227,Pinturas Rupestres De Mant?O,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Pintura Rupestre,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13227,-72.06677125,-12.96650178,20241201
San Mart?n,Rioja,RIOJA,11928,Museo Etnogr?fico To?,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11928,-77.16865149,-6.064524682,20241201
Lima,Oyon,PACHANGARA,10463,Iglesia Colonial De Huacho,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=10463,-76.83116912,-10.85859522,20241201
Ica,Pisco,PARACAS,11262,Playa La Mina-Paracas,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11262,-76.318421,-13.91201,20241201
Ancash,Huaraz,HUARAZ,11421,Plaza De Armas De Huaraz,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11421,-77.52888767,-9.53009529,20241201
Puno,San Antonio De Putina,PUTINA,11640,Bosque De Piedras De Chijos,1. SITIOS NATURALES,o. Otros,Formaciones rocosas(bosque de piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11640,-69.72222664,-14.53304759,20241201
Pasco,Pasco,HUACHON,12825,Nevado Huaguruncho,1. SITIOS NATURALES,a. Monta?as,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12825,-75.92876139,-10.53326532,20241201
Lima,Yauyos,ALIS,12427,Ca?on De Uchco,1. SITIOS NATURALES,e. Ca?ones,Ca?ones,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12427,-75.75366919,-12.2486796,20241201
Ayacucho,La Mar,CHILCAS,12489,Apu Saccsamarca,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Miradores naturales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12489,-73.88385,-13.19546,20241201
Jun?n,Huancayo,EL TAMBO,12594,Bosque De Los Pinos De Cochas Chico,1. SITIOS NATURALES,?. Zonas paisaj?sticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12594,-75.1761,-11.996513,20241201
Cajamarca,San Ignacio,SAN IGNACIO,179,Finca Parcela Quinta San Antonio,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones Industriales,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=179,-79.01435,-5.15457,20241201
Lima,Barranca,BARRANCA,1234,Playas De Barranca,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1234,-77.76374671,-10.76134759,20241201
Apurimac,Andahuaylas,KISHUARA,1800,Sitio Arqueol?gico De Curamba,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1800,-73.093323,-13.508417,20241201
Lambayeque,Chiclayo,CHICLAYO,2347,Paseo De Las Musas,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Paseos peatonales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2347,-79.83889,-6.7792,20241201
Arequipa,Castilla,APLAO,2766,Parque Jur?sico De Querulpa,1. SITIOS NATURALES,o. Otros,Lugares paleontol?gicos(F?siles),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2766,-72.48872834,-16.16106521,20241201
Lambayeque,Lambayeque,TUCUME,3770,Leyenda Del Cerro La Raya,3. FOLCLORE,Creencias Populares,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3770,-79.8596,-6.50974,20241201
Puno,El Collao,ILAVE,3842,El Bebedero Del Inka,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Recintos ceremoniales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=3842,-69.54495551,-16.16143034,20241201
Puno,Carabaya,OLLACHEA,4758,Sitio Arqueol?gico De Chichacori,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=4758,-70.49090431,-13.83673947,20241201
Madre De Dios,Manu,FITZCARRALD,6120,Collpa De Mam?feros Pcv Pakitza.,1. SITIOS NATURALES,o. Otros,Collpas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=6120,-71.291848,-11.939269,20241201
Ayacucho,Victor Fajardo,CAYARA,12254,Pukuto Qasa,1. SITIOS NATURALES,m. Cavidades naturales,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12254,-74.013389,-13.8157,20241201
Lima,Canta,SAN BUENAVENTURA,7174,Danza Los Chunchitos De San Buenaventura,3. FOLCLORE,M?sicas y Danzas,M?sica y Danzas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=7174,-76.6631,-11.49,20241201
Ancash,Carhuaz,CARHUAZ,11823,Petroglifo Piedra Del Diablo,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11823,-77.63733174,-9.283719181,20241201
Apurimac,Abancay,PICHIRHUA,13092,Puente Colgante Paqpachaca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13092,-72.96009,-13.800948,20241201
Puno,Chucuito,JULI,12218,Fortaleza De Tanapaca - Juli,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Fortalezas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12218,-69.37608978,-16.31441475,20241201
San Mart?n,Rioja,YURACYACU,12777,Zona De Conservaci?n Y Recuperaci?n De Ecosistemas Humedal Del Alto Mayo Sector Lloros,1. SITIOS NATURALES,n. ?reas Protegidas,Zonas Reservadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12777,-77.20603466,-5.952553818,20241201
Madre De Dios,Tambopata,INAMBARI,11739,Ca?das De Agua De La Comunidad Nativa De Kotsimba.,1. SITIOS NATURALES,j. Ca?das de agua,Cataratas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11739,-70.30692,-13.14650755,20241201
Lima,Yauyos,HUANCAYA,12101,Laguna Papacocha De Vilca,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12101,-75.83375,-12.1092,20241201
Tumbes,Contralmirante Villar,CASITAS,11423,Pilar De Tazajeras,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11423,-80.727868,-4.116582,20241201
Lima,Lima,LA MOLINA,11392,Huaca Melgarejo - La Molina,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11392,-76.94483042,-12.07229757,20241201
Cusco,La Convencion,VILLA KINTIARINA,11393,Fundo Los ?ngeles Del Distrito  De Villa  Kintiarina,"4. REALIZACIONES T?CNICAS, CIENT?FICAS Y ART?STICAS CONTEMPOR?NEAS",Explotaciones  Agropecuarias y Pesqueras,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11393,-73.520581,-12.918791,20241201
Cusco,La Convencion,MEGANTONI,11543,Comunidad Nativa Carpintero Kirigueti,2. MANIFESTACIONES CULTURALES,Pueblos,Tradicionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11543,-73.12931,-11.57306,20241201
Puno,Yunguyo,UNICACHI,11855,Isla Iscaya,1. SITIOS NATURALES,l. Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=11855,-68.94731171,-16.23697511,20241201
Ayacucho,La Mar,TAMBO,12765,Cascada De La Comunidad De Paria,1. SITIOS NATURALES,j. Ca?das de agua,Cascadas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12765,-74.07170177,-12.92226333,20241201
Lima,Huarochiri,SAN JUAN DE IRIS,13003,Sitio Arqueol?gico Marcahuasi,2. MANIFESTACIONES CULTURALES,Sitios Arqueol?gicos,Zonas arqueol?gicas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=13003,-76.50312,-11.6909,20241201
Ayacucho,Lucanas,PUQUIO,1261,Reserva Nacional Pampa Galeras,1. SITIOS NATURALES,n. ?reas Protegidas,Reservas Nacionales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=1261,-74.40601324,-14.66867101,20241201
Cusco,Quispicanchi,CUSIPATA,12046,Manantial De Poc Poc,1. SITIOS NATURALES,i. Manantiales,Manantiales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12046,-71.5028,-13.90067,20241201
Cusco,Quispicanchi,OCONGATE,2690,Festividad Del Se?or De Qoyllor Riti,5. ACONTECIMIENTOS PROGRAMADOS,Fiestas,Fiestas religiosas-patronales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2690,-71.3866,-13.6286,20241201
San Mart?n,Moyobamba,MOYOBAMBA,2732,Festival De La Orqu?dea,5. ACONTECIMIENTOS PROGRAMADOS,Eventos,Festivales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2732,-76.972,-6.02852,20241201
Ancash,Bolognesi,PACLLON,2904,Nevado Yerupaja,1. SITIOS NATURALES,a. Monta?as,Nevado,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2904,-76.90567017,-10.26762736,20241201
Arequipa,Camana,SAMUEL PASTOR,2947,Playa  ?Las Cuevas?,1. SITIOS NATURALES,l. Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=2947,-72.614863,-16.664299,20241201
Puno,Carabaya,CORANI,12468,Molino De Oro Corani,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Molino,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=12468,-70.60464685,-13.86283091,20241201
